x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,subset
езжай влево на 14м,meter,2,4,4,3,0,0,0,0,0,0,0,train
"двигайся к женщине, которая справа от светильника за зданием",relation2,8,6,0,0,0,6,0,5,13,2,1,train
"сократи дистанцию до горы, которая слева от загородки, располагающейся сзади от товарища",relation2,8,6,0,0,0,7,0,4,12,2,6,train
"отыщи лампу, которая располагается рядом с пропастью, располагающейся сзади от автомобиля",relation2,8,6,0,0,0,13,0,1,5,2,14,test
"сократи дистанцию до булыги, располагающейся правее товарища, который правее лежащего человека",relation2,8,6,0,0,0,10,0,5,6,5,9,train
"сократи расстояние между собой и валуном, находящимся слева от пьяного человека",relation1,7,6,0,0,0,11,0,4,9,0,0,test
в сторону запада на 163°,degree,3,5,8,0,11,0,0,0,0,0,0,train
заворачивай в сторону востока на 343 °,degree,3,5,7,0,23,0,0,0,0,0,0,train
следуй в северную сторону на 76M,meter,2,4,5,7,0,0,0,0,0,0,0,test
сократи расстояние между собой и близким упавшим человеком,nearest,6,6,0,0,0,9,1,0,0,0,0,train
"найди берёзу рядом с авто, которое находится перед домом",relation2,8,6,0,0,0,2,0,1,14,3,1,test
"сократи расстояние между собой и булыгой, которая слева от чащи",relation1,7,6,0,0,0,10,0,4,4,0,0,test
в сторону запада на 138 °,degree,3,5,8,0,9,0,0,0,0,0,0,train
"отыщи булыгу, которая перед лесом",relation1,7,6,0,0,0,10,0,3,4,0,0,train
отправляйся к близлежащему дому,nearest,6,6,0,0,0,1,1,0,0,0,0,train
начинай поворачивать  на 9:00,hour,4,5,3,0,18,0,0,0,0,0,0,train
"сократи дистанцию до фонаря, который располагается перед валуном",relation1,7,6,0,0,0,13,0,3,11,0,0,train
"сократи расстояние между собой и автомобилем, который рядом с останцем",relation1,7,6,0,0,0,14,0,1,11,0,0,train
сократи дистанцию до камушка за мужчиной рядом с канавой,relation2,8,6,0,0,0,10,0,2,6,1,5,train
направо 129 °,degree,3,5,3,0,9,0,0,0,0,0,0,train
топай к дубу неподалеку от разлома,relation1,7,6,0,0,0,2,0,1,8,0,0,test
иди к барьеру,object,5,6,0,0,0,12,0,0,0,0,0,train
повернись направо на 700,hour,4,5,3,0,14,0,0,0,0,0,0,train
сдай в северную сторону,direction,1,2,5,0,0,0,0,0,0,0,0,test
повернись по правую руку 28°,degree,3,5,3,0,2,0,0,0,0,0,0,train
тебе нужно подъехать к коттеджу за упавшим деревом рядом с берёзой,relation2,8,6,0,0,0,1,0,2,3,1,2,test
в восточную сторону на 100,hour,4,5,7,0,2,0,0,0,0,0,0,train
топай к ближайшей машине,nearest,6,6,0,0,0,14,1,0,0,0,0,train
по правую руку на 230 градусов,degree,3,5,3,0,16,0,0,0,0,0,0,train
езжай к близлежащей лампе,nearest,6,6,0,0,0,13,1,0,0,0,0,train
"направляйся к оврагу, который правее ольхи справа от ограждения",relation2,8,6,0,0,0,5,0,5,2,5,12,test
"сократи расстояние между собой и тачкой, которая располагается справа от пропасти",relation1,7,6,0,0,0,14,0,5,5,0,0,train
поезжай к товарищу правее лежащего человека сзади от разлома,relation2,8,6,0,0,0,6,0,5,9,2,8,train
повернись на запад на один с половиной час,hour,4,5,8,0,3,0,0,0,0,0,0,test
сделай поворот в правую сторону на 3:30,hour,4,5,3,0,7,0,0,0,0,0,0,train
начинай поворачивать  221 °,degree,3,5,3,0,15,0,0,0,0,0,0,train
езжай к коттеджу,object,5,6,0,0,0,1,0,0,0,0,0,train
заворачивай на север на 71°,degree,3,5,5,0,5,0,0,0,0,0,0,train
"езжай к пропасти, находящейся слева от чащи",relation1,7,6,0,0,0,5,0,4,4,0,0,test
начинай поворачивать на западный край 4 часа 0 минут,hour,4,5,8,0,8,0,0,0,0,0,0,train
сократи дистанцию до автомобиля рядом с лампой слева от свалившегося человека,relation2,8,6,0,0,0,14,0,1,13,4,9,train
соверши поворот  030,hour,4,5,3,0,1,0,0,0,0,0,0,train
тебе нужно подъехать к ближней горе,nearest,6,6,0,0,0,7,1,0,0,0,0,train
"поезжай к пригорку, который находится позади столба",relation1,7,6,0,0,0,7,0,2,13,0,0,test
поворачивай в сторону запада 14°,degree,3,5,8,0,1,0,0,0,0,0,0,train
"беги к ограждению, располагающемуся за товарищем, который находится позади ольхи",relation2,8,6,0,0,0,12,0,2,6,2,2,train
"сократи дистанцию до провала, который располагается перед камушком за барьером",relation2,8,6,0,0,0,5,0,3,10,2,12,train
"найди растение, располагающееся слева от света",relation1,7,6,0,0,0,2,0,4,13,0,0,train
поворачивай на южный край 192°,degree,3,5,6,0,13,0,0,0,0,0,0,train
иди по правую руку на 37 м,meter,2,4,3,5,0,0,0,0,0,0,0,train
"сократи расстояние между собой и расщелиной, которая располагается около женщины",relation1,7,6,0,0,0,8,0,1,6,0,0,test
"сделай поворот на западный край 3,5 часа",hour,4,5,8,0,7,0,0,0,0,0,0,train
"сократи расстояние между собой и берёзой, которая спереди от столба левее преграды",relation2,8,6,0,0,0,2,0,3,13,4,12,train
"сократи дистанцию до разлома, который находится сзади от срубленного дерева, располагающегося спереди от пропасти",relation2,8,6,0,0,0,8,0,2,3,3,5,train
"езжай к сосне, располагающейся около авто",relation1,7,6,0,0,0,2,0,1,14,0,0,test
"поезжай к свалившемуся человеку, располагающемуся правее леса, находящегося неподалеку от кучи",relation2,8,6,0,0,0,9,0,5,4,1,7,test
сократи дистанцию до ближнего упавшего дерева,nearest,6,6,0,0,0,3,1,0,0,0,0,test
"беги к мужчине, который располагается около расщелины, располагающейся позади железного коня",relation2,8,6,0,0,0,6,0,1,8,2,14,train
