x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
разведывай по кольцу 27m,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по касательной радиуса 36 м,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай местность по орбите радиуса 10м,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
патрулируй по кругу радиусом 106м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по орбите радиусом 17m,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
обойди окрестности по касательной к кругу размером 70 м,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по кольцу радиусом 96 м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по касательной к кругу размером 23m,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществляй обход местности по касательной к кругу 68м,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по орбите 20 м,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай патрулирование по окружности радиуса 1м,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществляй обход местности по касательной 7 м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по касательной к кругу 40m,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по касательной к кругу радиуса 2m,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по касательной к кругу радиусом 21м,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
разведуй местность по окружности радиуса 82 метра,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по круговой траектории радиусом 3м,circle,9,0,0,2,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по окружности радиусом 26 м,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по круговой траектории 105 м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
наблюдай за местностью по кольцу радиуса 18m,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по касательной радиуса 3 м,circle,9,0,0,2,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по касательной радиусом 82 метра,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по касательной 13м,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществляй обход местности по касательной размером 2 м,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
неси патрульную службу по касательной к кругу 76м,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в дозор по кольцу радиуса 7м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
обойди окрестности по касательной радиуса 5m,circle,9,0,0,3,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по касательной радиусом 105m,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
наблюдай за местностью по орбите радиуса 12m,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по касательной к кругу 21м,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
разведывай местность по окружности радиуса 6m,circle,9,0,0,3,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по кругу 49m,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в дозор по круговой траектории размером 14м,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
патрулируй по касательной к кругу радиусом 8м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по окружности 8 м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
наблюдай за местностью по окружности 41м,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по орбите радиусом 91 м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в дозор по окружности радиуса 7м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
иди в дозор по окружности радиуса 19m,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по касательной радиуса 87м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в патруль по кольцу 16m,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
разведка по окружности размером 110м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
разведывай местность по круговой траектории радиуса 17 м,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
наблюдай за местностью по кольцу радиуса 20м,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по кругу радиуса 13м,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в патруль по кольцу радиуса 61m,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по круговой траектории радиусом 61 метр,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по касательной к кругу радиусом 23м,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по кругу радиуса 1м,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,train,-1
разведуй местность по касательной радиуса 16m,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по орбите 87 метров,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по окружности радиуса 67м,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в дозор по кругу 2м,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
следи за обстановкой вокруг по касательной 6 м,circle,9,0,0,3,0,0,0,0,0,0,0,0,0,generator,train,-1
наблюдай за местностью по круговой траектории 8 м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по касательной к кругу 5m,circle,9,0,0,3,0,0,0,0,0,0,0,0,0,generator,train,-1
обойди окрестности по окружности радиуса 99 м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
разведка по касательной к кругу размером 1 м,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по орбите размером 4м,circle,9,0,0,2,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществляй обход местности по орбите радиуса 52 метра,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по касательной к кругу радиуса 28m,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в патруль по касательной к кругу размером 53 м,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
разведка по орбите радиуса 15m,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
патрулируй по касательной 49m,circle,9,0,0,10,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай местность по касательной 20m,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по окружности радиусом 91 м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по окружности радиуса 79м,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
патрулируй по кольцу радиусом 109m,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в дозор по окружности радиусом 22м,circle,9,0,0,7,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в патруль по круговой траектории размером 8м,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по окружности 8m,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по кругу размером 7m,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по окружности размером 4м,circle,9,0,0,2,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в патруль по касательной к кругу размером 26м,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по касательной к кругу размером 24м,circle,9,0,0,8,0,0,0,0,0,0,0,0,0,generator,train,-1
наблюдай за местностью по кругу радиусом 90м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай патрулирование по окружности 8m,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по касательной радиуса 8m,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
патрулируй по кругу 41 м,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществляй обход местности по круговой траектории радиусом 84m,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
наблюдай за местностью по орбите радиусом 40 м,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по окружности радиуса 10м,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
охраняй по круговой траектории радиуса 10м,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
наблюдай за местностью по окружности размером 1m,circle,9,0,0,1,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай по кругу радиусом 8m,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
разведуй местность по касательной к кругу 7 метров,circle,9,0,0,4,0,0,0,0,0,0,0,0,0,generator,train,-1
патрулируй по окружности размером 31m,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
обойди окрестности по касательной к кругу размером 15 м,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
разведуй местность по кольцу размером 104м,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай патрулирование по касательной радиуса 14 метров,circle,9,0,0,6,0,0,0,0,0,0,0,0,0,generator,train,-1
следи за обстановкой вокруг по кругу радиусом 37m,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
разведка по окружности радиуса 77 метров,circle,9,0,0,11,0,0,0,0,0,0,0,0,0,generator,train,-1
разведуй местность по касательной размером 13 метров,circle,9,0,0,5,0,0,0,0,0,0,0,0,0,generator,train,-1
неси патрульную службу по круговой траектории 96m,circle,9,0,0,12,0,0,0,0,0,0,0,0,0,generator,train,-1
неси дозор по окружности радиуса 42m,circle,9,0,0,9,0,0,0,0,0,0,0,0,0,generator,train,-1
разведывай местность по круговой траектории размером 6м,circle,9,0,0,3,0,0,0,0,0,0,0,0,0,generator,train,-1
